Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,31.61924283,33.1889674,28.46526292,30.86856905,30.73660399,33.58521525,32.65976672,32.96735686,33.03390818,33.68189323,33.02217036,32.14267996,30.46938225,28.42985507,30.61454739,26.84308159,26.46274359,27.00106168,25.85137106,27.889229,27.12482239,28.71790827,29.87575022,25.33609647,26.66910366,28.06504605,28.54711036,27.41645316,28.02772546,29.67015027,29.00273613,24.26956316,22.39016192,23.64667674,24.31611334,26.047027,24.85126014,24.91666532,25.69099995,26.21436093,26.3080439,23.47978771,24.49310775,26.01628046,27.17193995,27.55886731,27.60444788,27.57140898,28.66459472,27.39605363,26.85114098,26.50721223,27.74255764,27.89579166,26.74563505,26.27069662,25.37197856,24.07073605,24.4908859,23.2627516
Austria,AUT,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,31.03813965,31.03141282,31.99834846,32.24418774,32.52408278,27.15860884,28.51178189,29.70124082,26.52774768,29.34455943,28.78083107,26.92647655,24.58013056,23.04242347,23.77499106,24.44925795,23.73376091,24.05756495,25.6041954,26.47053077,26.68930827,26.8975447,26.20273669,25.24619515,26.08212153,26.76323229,26.33767296,26.21365746,26.1056608,26.11755139,25.92697094,25.16076629,23.64265684,24.40874646,24.06102689,23.82524564,23.61032759,24.5843049,24.46746074,22.77532094,22.60784712,24.14047447,23.97710689,23.72339,23.53154279,23.80552569,24.18846352,24.7655165,25.11044382,25.39942073
Azerbaijan,AZE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.53478854,3.106287425,-0.692931682,21.79745223,15.31305044,23.77917331,29.00168338,34.23677295,33.36627332,26.49466239,20.67357623,20.67687561,34.57649485,53.17148254,57.99043399,41.53483729,29.85938484,21.52500837,18.69363085,18.9486398,18.05957848,20.26784686,22.3167232,25.65793544,27.51003574,27.91357117,25.68133825,24.3789257,20.1294761,20.14042433
Burundi,BDI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,6.250000319,6.896551996,7.377048973,6.015037646,5.369127352,5.766593118,6.767566522,6.851483879,8.189644417,8.288770053,4.530794619,7.607678643,3.181696102,5.311823807,4.052299601,7.580076434,9.088417504,11.19641139,14.03688618,14.91621548,13.88576799,17.0061756,14.45739664,22.82679966,18.37083548,13.86112932,11.64423,22.61237161,15.0351399,16.46288679,14.53697686,14.40976319,10.63829807,11.54014928,6.974127152,6.363436388,8.209806157,6.096849475,6.771614193,5.88493632,2.78113771,4.468258563,3.948660199,7.868790037,10.34709713,18.2,18.51298572,15.1864583,13.40895869,18.97487302,17.16038243,16.34574756,16.3242741,14.61992918,14.19999622,12.17761858,9.190553677,8.805998394,11.10343828,12.26299983
Belgium,BEL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,29.65668752,28.55709063,26.55953594,27.59357418,30.29301567,26.63223674,26.97558073,26.63427665,26.42134112,25.95757327,26.55511126,22.57300141,21.59879209,18.75908908,19.8182694,18.977262,18.56559211,19.6346879,21.86097465,23.52586549,24.34637341,22.84027598,22.59252514,21.9318895,22.01276834,21.79077206,21.63074679,22.30034159,22.34865908,22.68901182,23.7829613,22.6338255,20.74740198,20.96470771,22.66706017,23.6810632,23.97054911,24.60327415,25.93677033,22.1732846,23.12677669,24.50693916,23.68992583,22.4281969,23.13618772,23.62795037,24.15773755,24.11001429,25.47504894,25.25234889
Benin,BEN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,11.42497178,10.96284084,11.10921134,11.61682918,9.734165832,8.777499711,8.778295118,11.82516305,12.3746563,12.66318808,11.59238015,10.28564363,13.36363688,13.07596876,18.23111591,19.30209116,16.65218578,17.75093422,16.06401038,19.0221797,15.15656795,15.67675224,27.60441693,17.32151508,12.78031782,8.939973748,13.46444464,12.92694051,15.63323062,11.81714414,14.06035642,14.47804469,13.62110874,16.05813651,17.80221471,21.41976714,17.55116797,18.54485643,18.15515708,18.22709372,16.00840245,17.75272024,14.83372253,15.16379004,15.21860513,12.08604489,12.87346512,16.376868,13.74042066,14.86571873,15.60808921,16.46255728,15.27631274,18.86187235,19.25758563,20.73186635,20.2720396,23.96042223,26.39232072,25.62980058
Burkina Faso,BFA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,8.519938835,8.654232441,8.707800699,8.801236956,9.63910844,8.711953097,7.972084048,8.022715569,8.270184987,9.610307098,10.27003377,14.87390023,17.27749445,20.63106893,25.52317181,23.104222,22.84450386,19.56245445,18.3189338,16.40009385,15.10695056,14.13092965,17.92663493,17.13226585,14.16662848,22.95327815,20.13659159,19.22265641,18.78891127,20.41001717,18.91339663,21.2456099,19.30243347,19.45939738,27.16616165,23.92534288,24.94470713,27.39177838,24.17456283,16.53726788,15.50423907,12.76040128,13.89330596,17.17812481,17.6122209,19.35712281,17.21898282,18.77704388,21.28793252,20.53003998,22.28251183,22.49441854,24.92963747,24.10787056,19.47927604,18.86688097,18.86150015,23.59532223,26.23961986,26.0404038
Bangladesh,BGD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,6.89426584,7.729411347,11.99040867,9.855628673,11.97516625,11.47627524,9.016898293,10.70870412,14.15480135,12.50836367,11.34465694,8.227827284,4.697696405,8.712006898,7.374857223,6.147905815,9.911362042,11.5232178,11.54679855,11.20387213,14.4393913,17.15576644,17.36327909,16.56273677,16.48425757,15.8309437,16.17645483,15.47344203,15.73598307,16.12091443,16.45867552,16.89594746,17.30502928,17.94683201,18.40255619,19.11979582,20.7299506,21.81621451,22.12141282,22.7213703,23.80856257,24.17430673,24.34141614,24.67918886,24.99183394,25.83043551,26.14414575,26.17849707,26.2022714,26.20605702,26.24665618,27.42097337,28.26233501,28.38962075,28.57787571,28.88668925,29.65256875,30.51045153,31.23492404,31.57030455
Bulgaria,BGR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,33.99635532,35.48781365,34.12952814,32.88992641,33.20335071,32.19727998,35.87634137,32.90383863,34.41743534,33.10905728,25.58877829,22.59764186,19.88894422,15.28203413,9.391171994,17.72876855,1.157309402,9.727381637,18.70860644,19.84370281,19.04614416,21.35107179,20.52902088,22.07417218,23.4333504,27.73967225,32.05633531,33.62720509,36.95330488,28.55157039,22.66350081,21.47582312,22.0025802,21.09166359,21.58234573,21.05601196,19.01377497,19.88964063,21.26639361,19.49023274
Bahrain,BHR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,46.12728607,41.61363602,36.27808579,43.85501994,42.58086483,35.6492608,26.62716738,25.45868163,20.1996983,24.63688305,16.42982897,28.59941234,29.41670399,18.30409656,19.63313176,14.60853026,14.40526585,17.44648693,21.42273451,7.905202165,16.57505906,15.7093969,23.34773062,23.73581036,20.51993544,26.73527374,30.38795365,34.71326042,34.94812409,26.14469719,27.28649313,22.40295749,28.14636897,25.9405926,26.84450421,25.46909766,29.1402394,32.99004677,36.35781863,
"Bahamas, The",BHS,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,12.51051893,11.34070159,12.8268106,18.28802516,18.84332282,21.46613445,20.33125577,16.34902749,19.17094063,18.42264914,18.79513702,,31.49967342,29.41471889,29.35689582,27.86137022,23.33958603,25.86069346,27.65500146,30.49376559,29.07920586,32.11223991,28.75243855,30.18521706,26.87359564,24.20854933,24.27371086,23.19086412,27.3367764,33.51643758,30.51041877,29.45563367,28.05360871,27.98600601,30.18335824,31.34182174,28.88750036,32.29820494,24.76281239,24.51668565,27.09128918,24.51607711,
Bosnia and Herzegovina,BIH,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.98314608,41.2139014,41.99999937,38.00000028,27.99997931,20.55163829,19.07743096,18.56020548,18.8448011,26.61838104,27.20824795,21.63593998,25.78043441,27.07355953,19.78211603,16.33542944,18.74001716,19.21774294,18.16609167,19.11525799,18.65362942,19.62231386,21.03891235,20.88621007,21.32780267
Belarus,BLR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.51270208,33.33333333,31.52173913,41.01522843,32.93430001,24.74980025,23.519201,26.83695445,26.71196492,23.70676892,25.39867306,23.76085994,22.17685159,24.95432766,28.66730144,28.4604662,32.18413716,34.09190318,37.64165103,36.86404446,40.65636626,37.21759508,35.09427306,38.79802621,34.84103294,29.03469599,26.4775827,28.03035891,28.07887855,28.97901278
Belize,BLZ,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,23.31475419,25.10424809,19.27676824,19.5611307,23.24196367,21.66314919,20.13211451,20.98108755,24.06098153,29.57039417,24.90642069,27.44418829,26.08401219,28.35808886,20.55196426,21.70731015,20.3558852,20.17382012,19.06595638,24.58970182,31.70802235,24.88973916,24.02564726,20.63640569,19.67346269,21.15035162,19.42444738,19.90064879,25.92000222,19.36016473,15.51496152,15.50131777,14.98182087,17.77562049,17.96171518,20.60526163,21.42359304,18.69299793,18.95960346,18.95957233
Bermuda,BMU,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.25351949,13.2696564,12.65330528,11.24537859,11.74278891,,,,,,
Bolivia,BOL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,16.38801523,16.83312846,20.13755981,20.41785375,14.58144958,23.02256952,19.18524887,19.1573373,24.69482195,20.83139342,17.11711712,15.97222222,15.6424581,13.21656051,19.67230062,19.46433839,13.56249118,13.58406051,13.98077831,11.5875602,12.53193652,15.57777054,16.70433814,16.56377258,14.37119645,15.24400457,16.23722012,19.63196933,23.60651199,18.77185221,18.14347892,14.26843529,16.29467272,13.23207319,11.02170245,14.25362106,13.8653305,15.18665491,17.55274034,16.97126133,17.00701884,19.8155526,17.67299206,19.01772624,21.03379656,20.28127665,21.05736151,22.22028662,20.59635247,19.87501067
Brazil,BRA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.6780414,21.35613949,19.60466029,19.25988423,18.60239795,20.02392464,19.89289111,16.91871444,18.91756155,22.35219861,20.54203211,21.11791444,21.17081374,23.24408983,25.38869013,26.83887315,23.11621066,22.0691466,22.97322186,22.7644531,23.34647495,23.08412049,21.09376443,16.68204411,15.74056011,19.20075347,19.09310889,22.30466061,22.71852835,26.90278706,20.16660691,19.76910062,18.93460235,20.84635875,22.99348937,17.29234635,17.26694638,17.76398561,18.16475192,17.38955974,18.90311927,18.7418603,17.44907948,16.8566884,17.91256834,17.20488348,17.8164739,19.81932597,21.61938284,18.79613505,21.80132157,21.82627609,21.41722537,21.69376694,20.54841076,17.41164254,14.96954698,14.63038628,14.82937141,15.11296848
Barbados,BRB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,19.22711926,27.00843409,24.00977493,22.88458339,23.53333828,20.83988212,23.4270415,19.24391286,16.94690265,13.80583241,13.11463845,13.61066495,13.61435239,14.90126166,16.26517968,14.92957746,13.37844488,7.031170158,9.585542169,11.07695863,12.09688271,12.11190576,15.41492537,18.9163431,19.51322217,18.10753391,15.62612539,17.40222115,18.26452718,19.23646393,18.91870664,21.26970954,18.97516474,18.29642006,16.95305677,15.88007837,17.05602254,16.18057267,16.52353004,16.53347919,16.92330117,16.39462112,15.63229409,14.29292539,15.69141582
Brunei Darussalam,BRN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58289712,18.68045761,20.62548866,23.25752018,29.6502864,28.65609483,36.66169896,41.31429364,35.49306725,33.80530973,21.38001796,13.05791927,14.42999304,21.25972436,15.0554608,13.48643844,11.36670446,10.43740192,12.98480375,13.66807367,17.55651355,23.6918138,26.02240055,32.88336825,39.59097133,27.44234569,35.24580943,34.61965456,34.80471468,41.06583411,38.67775358
Bhutan,BTN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,29.91478707,32.09494668,35.17975628,38.5149227,37.45126701,43.54278831,41.65970326,36.85101074,38.42811983,32.42929419,30.38705229,31.00574839,45.58355613,43.46071488,51.29342986,45.37738299,42.2833675,32.73964491,34.77298247,38.81801952,50.34362972,62.5760746,62.11764224,60.69000628,64.89730086,53.48114428,47.74232443,30.03429982,43.98433153,46.87695035,63.19605165,69.29176803,69.52741408,47.06286711,53.10946641,55.46129855,57.00622505,51.94944696,47.46273133,
Botswana,BWA,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,6.015737723,7.399437813,8.799062314,9.807095197,12.28287051,13.26219512,21.81571816,25.44620031,30.73684211,38.25382538,45.32269761,50.44052863,50.94413847,50.89997049,47.87208464,41.89986674,33.77125193,33.46482577,36.36363636,37.21939539,40.05214966,43.40567613,37.65848524,29.38912004,29.44353062,22.99441288,21.48534526,15.50083346,23.58451549,36.10818292,37.36697697,33.2101747,30.41930063,28.77953098,25.98254421,27.13013375,23.44352121,24.0519866,37.93667259,25.62595125,29.55108039,29.88813662,30.19380521,30.14300769,31.47970201,27.15034196,25.90469664,30.79236437,36.18710855,38.9302334,41.41207236,38.5754791,38.83979889,29.40907613,28.19912431,32.60315329,27.03190117,27.63251562,29.43262244,33.15269985
Central African Republic,CAF,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,19.63635583,21.19205263,23.27869317,21.76655686,22.12643584,21.40921409,21.13401804,21.83623325,16.21911628,16.365681,17.98367251,18.74860653,18.43350918,20.84581973,15.5018227,13.80130839,11.96626004,11.55393597,10.88687069,9.794197902,7.007125589,8.739405813,6.669374574,11.83265505,12.30714187,15.38406105,12.77946311,12.63111525,10.50941213,11.75584426,12.70805981,12.6480118,12.40250132,10.57848181,11.70605363,14.11903115,7.275021434,10.08018914,11.01276891,12.9619644,11.07229594,10.24082921,9.624946666,6.404792507,6.812138026,9.864817356,10.23421102,10.68724058,12.72849237,13.20417248,16.8437813,13.70846447,10.83397513,7.515324022,21.99079072,21.80538045,22.46346795,25.6012512,25.90158353,23.15599432
Canada,CAN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,22.68395025,23.25215513,23.08031086,24.05227602,26.48280298,27.17303992,24.47439155,23.54808709,24.26165251,22.19884167,23.17426322,23.20425332,24.40933651,25.93834535,24.91913213,25.20135326,24.36974664,23.57389485,25.22629309,23.84272629,25.38127756,19.99648373,20.29969668,21.03975509,21.61802941,21.77042616,22.27123789,23.59989814,23.70012526,21.38118924,19.41100002,18.43945482,18.53525613,19.57702718,19.44224963,18.98980541,21.28830623,21.11811116,20.75547211,20.6832834,19.74090425,19.80962662,20.53911128,21.45586732,22.70463251,23.66494729,23.97059609,24.1324611,22.01510178,23.53731445,24.20795945,24.8675436,24.90767507,24.87070761,23.82159339,22.76112016,23.53212614,23.07483038,22.70389317
Central Europe and the Baltics,CEB,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.02760932,24.44820675,25.45172721,25.81570673,24.72837348,25.15693142,24.33316445,23.31663693,23.38202889,24.53152311,24.47239747,26.40387521,28.70657864,28.45445273,22.72728317,23.03075316,23.77650304,22.42019332,21.39686141,22.24460906,22.86090672,21.55526458,21.94649306,22.8776338,22.45645592
Switzerland,CHE,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,38.01855403,38.27926726,37.4619985,36.91993353,36.8253995,27.07889332,24.43890173,24.44363965,25.58558879,28.1308084,32.05243586,29.22463132,28.8939661,29.35056207,26.83200055,27.61036629,29.75046816,29.30452287,30.31414026,31.05753607,32.67776096,29.5465698,26.60830731,25.41855786,26.15676637,25.94485474,25.45166011,24.16175434,25.23632822,24.70641387,24.71013601,24.94584615,23.36514518,23.06345155,21.51276303,24.01502435,25.19859747,24.26326535,25.32923849,26.21819344,23.86333655,26.73520885,24.38534274,22.54656299,23.23646823,23.06743069,23.09969834,23.69882573,22.70182535,22.33732625
Channel Islands,CHI,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,14.07684123,15.51360149,12.73327147,15.30431628,14.63274762,15.45969017,16.83721903,16.64350149,16.95191378,15.70381417,17.1282883,15.23188816,12.80811085,8.553731908,22.1529249,13.99438271,13.57252812,15.30133021,18.91539964,18.7418211,22.10260864,23.43476367,11.71796049,12.15699214,19.3081832,17.04520532,18.86842175,22.3546766,23.1475919,25.80074685,25.94896473,23.57983019,25.18242361,28.14629716,25.73130213,27.67004583,27.84967073,27.77917306,26.94382504,20.86982846,22.11674947,22.36678545,22.33307575,21.04101861,19.77894959,21.84016717,20.81581803,20.84546483,26.81762984,21.05836895,23.13998612,24.64276539,26.44943795,25.62556817,23.24126217,23.78573234,22.21193231,21.25658342,22.26445916,22.77472574
China,CHN,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,39.58464578,22.80526327,15.73732059,21.76186304,24.34744351,27.10143174,30.45445009,23.86259492,24.9353816,25.00873278,32.86947671,33.63782808,31.24831526,32.95602337,33.20619444,35.03571856,33.21976061,33.87895996,37.60381373,36.29690312,34.60519308,32.94874956,31.98010242,31.92586289,34.37840615,39.06410689,37.72700169,37.32087978,39.07830939,37.20868678,34.15784885,35.23636005,39.07186801,43.28314976,40.05028547,38.8377198,37.54172047,35.52294565,34.81368233,34.10970891,33.57302849,35.54159672,36.15344344,39.62013059,41.84719726,40.34614955,39.9103387,40.48219372,42.26902851,45.35624152,46.55614971,46.66011923,46.2252616,46.39895165,45.82395308,43.23480779,42.63137462,43.0132999,43.79347598,
Cote d'Ivoire,CIV,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,16.72493469,19.84098339,13.88956778,17.78283022,21.84455323,21.87222786,21.82034643,19.78228194,17.81210511,19.52529038,22.49565293,21.8019049,20.87534817,23.18011006,22.01623856,22.44457888,22.98922739,27.33238036,29.76217101,27.96544933,26.53611796,25.94047338,23.18829037,18.41277178,11.6507777,12.95138474,12.06341005,12.31724466,12.65035275,8.90395595,6.688803339,7.358001161,6.923884602,9.793071084,13.71571807,15.59844581,12.11207057,14.42444857,13.51926727,13.30789947,10.4845624,10.51608017,9.364770174,9.079177833,10.1012411,13.93881658,10.59140593,12.67022898,12.06917563,8.696855236,13.43703222,4.70372346,16.08978574,20.71073361,19.7395877,23.48476251,21.74283843,20.12192618,21.44216075,21.0361773
Cameroon,CMR,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,12.53132773,13.34289846,13.76465562,13.35907349,10.69556094,16.02765631,16.64710262,18.24678108,19.89145697,17.08068633,19.97386587,17.58845253,28.48920857,31.24881269,28.52036987,20.98283879,27.18770913,24.79631653,25.97784573,25.94366095,24.88494696,25.51283406,24.69976327,20.89731229,17.09601256,17.81197837,16.67265481,14.30538628,16.70939918,19.73694271,20.05660373,20.62248374,21.32526448,21.18833419,20.34420128,19.98456876,22.74918959,22.82343311,22.68191208,22.35884939,21.95968233,20.94879156,20.84062689,24.11018024,23.66215808,23.20565146,24.14364257,22.77170184,23.05069431,24.05670004,22.39604838,22.60815004,22.92985913,22.79539374,24.18421181
"Congo, Dem. Rep.",COD,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,7.544642408,9.373601553,27.85181701,2.500000031,2.100000021,3.069010671,14.43349633,6.704140752,7.435791083,9.524554843,12.25692055,11.77990023,14.64634115,13.70828422,10.85710324,14.5634354,28.78134894,24.89210592,14.32823128,21.84242344,23.22347434,18.5271202,36.9994352,24.98767838,20.92510546,25.33676219
"Congo, Rep.",COG,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,53.18682682,64.65345362,36.29847941,22.74108549,20.31055597,22.42798057,30.25829317,31.50684426,29.58198376,26.70537675,24.21051829,26.60653565,29.08213034,31.95364876,35.06032775,39.11192105,31.0038858,26.59574128,27.3323232,25.96074349,35.76581576,48.16318996,59.73239437,38.43843856,30.39123631,30.28430264,29.45062753,19.72836302,18.61911988,14.1282962,15.90551181,20.52816443,21.59969088,29.49611893,54.48613543,36.57264249,32.79041317,22.23338497,26.68437527,27.77202788,22.6259542,26.35663721,23.40759656,26.09032417,22.52034084,20.19022881,21.63245666,21.81255483,18.30297886,22.51300625,20.52317828,25.27250437,25.99644792,30.94451855,41.29999723,40.87290974,27.75958265,21.78111434,19.13252471,18.79226668
Colombia,COL,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,20.25478807,20.49257191,18.12659185,17.65442074,17.5140548,14.72523476,19.05847036,16.99801193,19.09023501,17.87734498,20.23228489,19.41547028,18.12682608,18.26986346,21.45577944,16.9925057,17.56270314,18.75203379,18.28426355,18.15098539,19.06853774,20.62399478,20.4871425,19.8932137,18.96497004,19.0409037,18.00116265,19.99748878,21.98974065,19.97575416,20.60673055,19.10546385,20.55450146,24.94213311,25.53844675,25.79874333,22.15093866,20.92375062,19.72807918,12.88013417,14.89562703,16.03225135,17.25154184,18.68181902,19.44099661,21.65624131,22.9389629,23.45428069,23.72092145,21.98758309,21.88876227,22.99559144,22.10464406,22.18254485,24.00331366,23.77369229,23.16741956,21.59937684,21.32552887,22.30448962
Comoros,COM,Gross capital formation (% of GDP),NE.GDI.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,18.04216914,18.04235589,18.04233181,18.04225694,18.04228943,18.04234217,18.04236517,18.04236765,18.04239148,18.04238232,18.04228002,18.04237649,18.04233559,18.04234494,18.04234211,18.04228945,18.04236157,18.04229837,18.0422766,18.04227634,18.04229519,18.04234013,18.04231172,18.0423216,18.04233401,18.04231317,18.04232581,16.8874091,19.24887687,17.99068055,18.1749652,16.02147148,16.15156407,16.35616975,15.20296538,13.63804028,12.56067301,13.43344337,14.97419331,
