Year,Aruba,Afghanistan,Angola,Albania,Andorra,Arab World,United Arab Emirates,Argentina,Armenia,American Samoa,Antigua and Barbuda,Australia,Austria,Azerbaijan,Burundi,Belgium,Benin,Burkina Faso,Bangladesh,Bulgaria,Bahrain,"Bahamas, The",Bosnia and Herzegovina,Belarus,Belize,Bermuda,Bolivia,Brazil,Barbados,Brunei Darussalam,Bhutan,Botswana,Central African Republic,Canada,Central Europe and the Baltics,Switzerland,Channel Islands,Chile,China,Cote d'Ivoire,Cameroon,"Congo, Dem. Rep.","Congo, Rep.",Colombia,Comoros,Cabo Verde,Costa Rica,Caribbean small states,Cuba,Curacao,Cayman Islands,Cyprus,Czech Republic,Germany,Djibouti,Dominica,Denmark,Dominican Republic,Algeria,East Asia & Pacific (excluding high income),Early-demographic dividend,East Asia & Pacific,Europe & Central Asia (excluding high income),Europe & Central Asia,Ecuador,"Egypt, Arab Rep.",Euro area,Eritrea,Spain,Estonia,Ethiopia,European Union,Fragile and conflict affected situations,Finland,Fiji,France,Faroe Islands,"Micronesia, Fed. Sts.",Gabon,United Kingdom,Georgia,Ghana,Gibraltar,Guinea,"Gambia, The",Guinea-Bissau,Equatorial Guinea,Greece,Grenada,Greenland,Guatemala,Guam,Guyana,High income,"Hong Kong SAR, China",Honduras,Heavily indebted poor countries (HIPC),Croatia,Haiti,Hungary,IBRD only,IDA & IBRD total,IDA total,IDA blend,Indonesia,IDA only,Isle of Man,India,Not classified,Ireland,"Iran, Islamic Rep.",Iraq,Iceland,Israel,Italy,Jamaica,Jordan,Japan,Kazakhstan,Kenya,Kyrgyz Republic,Cambodia,Kiribati,St. Kitts and Nevis,"Korea, Rep.",Kuwait,Latin America & Caribbean (excluding high income),Lao PDR,Lebanon,Liberia,Libya,St. Lucia,Latin America & Caribbean,Least developed countries: UN classification,Low income,Liechtenstein,Sri Lanka,Lower middle income,Low & middle income,Lesotho,Late-demographic dividend,Lithuania,Luxembourg,Latvia,"Macao SAR, China",St. Martin (French part),Morocco,Monaco,Moldova,Madagascar,Maldives,Middle East & North Africa,Mexico,Marshall Islands,Middle income,North Macedonia,Mali,Malta,Myanmar,Middle East & North Africa (excluding high income),Montenegro,Mongolia,Northern Mariana Islands,Mozambique,Mauritania,Mauritius,Malawi,Malaysia,North America,Namibia,New Caledonia,Niger,Nigeria,Nicaragua,Netherlands,Norway,Nepal,Nauru,New Zealand,OECD members,Oman,Other small states,Pakistan,Panama,Peru,Philippines,Palau,Papua New Guinea,Poland,Pre-demographic dividend,Puerto Rico,"Korea, Dem. People’s Rep.",Portugal,Paraguay,West Bank and Gaza,Pacific island small states,Post-demographic dividend,French Polynesia,Qatar,Romania,Russian Federation,Rwanda,South Asia,Saudi Arabia,Sudan,Senegal,Singapore,Solomon Islands,Sierra Leone,El Salvador,San Marino,Somalia,Serbia,Sub-Saharan Africa (excluding high income),South Sudan,Sub-Saharan Africa,Small states,Sao Tome and Principe,Suriname,Slovak Republic,Slovenia,Sweden,Eswatini,Sint Maarten (Dutch part),Seychelles,Syrian Arab Republic,Turks and Caicos Islands,Chad,East Asia & Pacific (IDA & IBRD countries),Europe & Central Asia (IDA & IBRD countries),Togo,Thailand,Tajikistan,Turkmenistan,Latin America & the Caribbean (IDA & IBRD countries),Timor-Leste,Middle East & North Africa (IDA & IBRD countries),Tonga,South Asia (IDA & IBRD),Sub-Saharan Africa (IDA & IBRD countries),Trinidad and Tobago,Tunisia,Turkey,Tuvalu,Tanzania,Uganda,Ukraine,Upper middle income,Uruguay,United States,Uzbekistan,St. Vincent and the Grenadines,"Venezuela, RB",British Virgin Islands,Virgin Islands (U.S.),Vietnam,Vanuatu,World,Samoa,Kosovo,"Yemen, Rep.",South Africa,Zambia,Zimbabwe
1987,0,0,0,0,0,0,0,0,0,0,0,22.73048841,26.8596882,0,0,0,0,0,0,0,3.937198068,0,0,0,0,0,30.34758222,0,0,0,0,0,0,0,0,0,0,43.47107871,0,0,0,0,0,0,0,0,26.54109589,0,0,0,0,19.06684904,0,22.4198867,0,0,42.64363638,26.00404225,0,0,0,0,0,0,0,11.69379144,29.68007612,0,0,0,0,29.68007612,0,48.35966395,0,29.68007612,0,0,0,30.43527575,0,0,0,0,0,0,0,41.76327401,0,0,0,0,0,29.65039628,0,0,0,0,0,31.08721987,0,0,0,0,18.13889674,0,0,36.01791582,0,35.82955997,10.63634916,0,52.17976949,25.44039836,23.97230528,0,0,19.81244165,0,0,0,0,0,0,39.55159373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.4414796,0,0,26.38090642,0,0,0,0,0,0,0,10.18518519,0,67.38647701,0,0,0,0,6.824202607,36.93635661,0,0,0,0,0,0,21.06747305,0,0,3.518278341,0,0,0,0,0,22.83181919,41.0345539,0,0,24.84764126,30.05767594,0,0,0,0,52.19498976,0,0,0,29.65039628,0,0,0,37.73437549,0,0,0,29.37800351,0,0,0,0,0,0,0,0,0,14.46667182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.37800351,0,0,0,0,0,0,0,0,0,49.47247088,0,0,0,0,0,0,0,0,0,23.85353856,33.15714987,0,0,0,0,0,41.37165897,3.518278341,0,0,0,0,0,0,0,0,0,0,0,33.9290688,0,0
1988,0,0,0,0,0,0,0,0,0,0,0,22.76012169,25.91415801,0,0,0,0,0,0,0,4.198280223,0,0,0,0,0,35.5509211,0,0,0,8.810672722,0,0,0,0,0,0,42.30234941,0,0,0,0,0,0,0,0,18.20565435,28.32258907,0,0,0,18.93758399,0,22.62349591,0,0,42.48505565,21.23000563,0,0,0,0,0,0,0,11.23901537,30.24296244,0,0,0,0,30.28420957,0,48.18505909,0,29.56401603,0,0,0,31.19302323,0,0,0,0,0,0,0,41.59777659,0,0,0,0,0,30.24296244,0,0,0,0,0,40.20762122,0,0,0,0,24.47276652,0,0,35.5677498,0,37.76337115,9.480421687,0,52.94408498,27.85072463,30.24296244,28.32258907,0,18.73799831,0,0,0,0,0,0,38.3943612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.40249935,0,0,27.21069869,0,0,0,0,0,0,0,10.87219135,0,61.63993749,0,0,0,0,6.473805658,26.27006332,0,0,0,0,0,0,22.43010238,0,0,3.638176964,0,0,0,0,0,23.08325749,37.61584771,0,0,26.30545158,30.7386164,0,0,0,0,50.86848635,0,0,0,30.28420957,0,0,0,37.35944982,0,0,0,30.07142857,0,0,0,0,0,0,0,0,0,19.4789261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.07142857,0,0,0,0,0,0,0,0,0,47.29303201,0,0,0,0,0,0,0,0,0,22.73386512,31.95518592,0,0,0,0,0,43.2340127,3.638176964,0,0,0,0,0,0,0,0,0,0,0,34.69853159,0,0
1989,0,0,0,0,0,0,0,0,0,0,0,21.78778926,26.1254777,0,0,0,0,0,0,0,4.310344828,0,0,0,0,0,35.34230879,0,0,0,9.060402685,0,0,0,0,0,0,40.26766964,0,0,0,0,0,0,0,0,17.33615222,24.97397691,0,0,0,19.01056494,0,23.1126844,0,0,41.2915052,20.15606164,0,0,0,0,0,0,0,11.76391623,30.18995899,0,0,0,0,31.29597582,0,49.81218483,0,28.99809909,0,0,0,30.38931726,0,0,0,0,0,0,0,42.56281878,0,0,0,0,0,30.18995899,0,0,0,0,0,32.40199264,0,0,0,0,25.14006806,0,0,34.87611379,0,40.96631873,6.360313316,0,48.63945758,26.88343888,30.18995899,24.97397691,0,14.90493477,0,0,0,0,0,0,33.98556976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.64758882,0,0,26.28345605,0,0,0,0,0,0,0,14.50113975,0,55.89725286,0,0,0,0,7.16289195,30.20412288,0,0,0,0,0,0,25.43224952,0,0,3.208637905,0,0,0,0,0,23.24099363,35.70465451,0,0,0,30.28963813,0,0,0,0,54.47392986,0,0,0,0,0,0,0,32.99460369,0,0,0,29.72694822,0,0,0,0,0,0,0,0,0,19.59261617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.26393745,0,0,0,0,0,0,0,0,0,46.79141326,0,0,0,0,0,0,0,0,0,20.79424029,29.43212631,0,0,0,0,0,43.64496528,3.208637905,0,0,0,0,0,0,0,0,0,0,0,33.9068407,0,0
1990,0,0,0,0,0,0,0,21.96024751,0,0,0,21.42076945,25.53116993,0,0,0,0,0,0,17.71752549,3.778541119,0,0,0,9.196981329,0,34.58342493,24.16985115,0,0,10.7430428,1.89483529,0,0,0,31.39335268,0,43.48605149,0,0,22.24476139,0,0,0,0,0,27.55592378,24.86700336,0,0,0,18.26311046,0,23.84788684,0,0,41.62736553,22.97097683,0,0,27.30274688,0,0,0,0,13.23860978,30.14323729,0,0,0,24.31525284,31.33194683,0,48.13602506,14.38986384,28.3999177,0,0,0,28.35360284,0,26.82869349,0,12.29653703,28.28729971,0,0,44.45059323,0,0,40.94693737,0,0,30.60000999,0,0,0,0,0,31.33194683,0,0,0,0,23.70722337,0,0,35.89153839,0,37.92710141,5.414840562,0,46.99797593,28.34840655,0,24.86700336,19.25785828,18.27576216,0,0,0,0,0,5.909682215,35.43980595,0.032092426,31.06967435,0,0,0,0,0,34.9148222,0,0,0,42.2267664,0,0,0,0,0,24.66625604,0,0,0,42.79087525,0,0,23.04553265,18.48832901,0,56.0485544,0,0,0,0,6.961959354,27.5470757,0,0,0,0,0,0,25.72879172,0,0,3.212851406,23.89018983,0,0,0,35.24621946,23.44733918,33.68389721,33.01522381,0,0,31.26183096,0,23.89018983,0,0,49.90172495,30.72317791,0,10.87877422,0,0,0,0,31.88655687,0,0,0,28.3999177,0,0,32.63813651,0,27.05841806,35.89153839,0,0,0,15.99709042,0,0,0,0,0,0,0,0,0,24.37859659,0,0,0,0,30.60000999,0,0,0,0,0,0,0,0,0,43.34978365,0,0,34.9148222,0,0,0,35.89153839,0,0,20.90520419,31.19171509,0,0,0,0,0,36.36714231,3.212851406,0,11.74734357,0,0,0,0,25.85804801,0,0,0,0,34.88199534,37.44785935,0
1991,0,0,0,0,0,0,0,27.52426704,0,0,0,21.23162313,24.83429596,0,25.70979888,0,0,0,0,16.92881791,3.646038628,0,0,0,8.864276924,0,36.98983656,21.24016164,0,0,11.19657625,2.08566108,0,0,25.06369702,30.36652959,0,43.82824671,0,0,19.09521928,0,0,0,0,0,27.86118632,27.06447116,0,0,0,18.18821873,0,23.87722842,0,0,41.08525443,21.01378358,0,0,30.1279354,0,0,0,0,10.10951041,31.1102915,0,0,39.40769563,26.51045422,26.2766676,0,47.73146627,16.0702387,26.94517194,0,0,0,29.27766745,0,35.29184374,0,18.40742091,34.35205522,0,0,0,0,0,34.26481151,0,0,29.27766745,0,0,0,24.51923077,0,25.60816327,0,0,0,0,26.2855122,0,0,34.48231899,0,35.27541107,6.418515867,0,45.92743298,31.86558768,0,27.06447116,18.11655661,19.24494932,0,0,0,0,0,9.96978852,33.61800378,0,29.78277841,0,0,0,0,0,32.98459101,0,0,0,41.68594375,0,0,30.1279354,0,39.32622072,25.34636834,0,0,0,45.10313746,0,0,23.79875636,14.46025948,0,54.59595638,0,0,0,0,7.95154185,32.00136031,0,0,0,0,0,0,28.24405727,0,0,3.609554195,21.83803458,0,0,0,31.70437051,22.15330084,33.87269464,34.01988072,0,0,31.73457388,0,28.24405727,0,0,53.16640612,25.59922811,0,8.139381443,0,0,0,0,0,0,0,0,25.60816327,0,0,23.15912379,0,23.44355529,34.48231899,0,0,0,16.19057182,0,0,0,0,0,0,0,0,0,27.65426421,0,0,0,0,32.96411601,0,0,0,0,0,0,0,0,0,44.79066584,0,0,32.98459101,0,0,0,34.48231899,0,0,24.31679227,31.60356008,0,0,0,0,0,35.99512874,3.609554195,0,8.663366337,0,0,0,0,0,0,0,0,0,34.07589223,28.05284785,0
1992,0,0,0,0,0,0,0,29.98210731,0,0,0,20.27928369,24.55297571,0,25.68032011,0,0,0,0,14.27396764,4.321848237,4.789522919,0,38.98305085,8.092134992,0,39.01735606,17.99763203,0,0,11.79544015,3.054989817,0,0,27.40430072,28.81604736,0,44.94572933,0,0,17.52737392,0,0,0,0,0,35.20557677,30.84389427,0,0,0,21.97175044,0,23.1017525,0,0,39.87327969,26.15345482,0,26.57763664,32.67607058,25.95493286,0,0,0,13.49194954,27.09830543,0,0,33.96895511,22.54693665,27.40430072,0,44.6679807,24.28949842,26.7915788,0,0,0,31.1508712,0,35.16603232,0,20.48052556,39.84865398,0,0,0,0,0,37.04795113,0,0,29.56363126,0,0,0,37.58382739,0,27.40356937,30.84389427,0,0,0,25.85645177,0,0,33.23011006,0,35.19346518,5.653307266,0,45.23294724,32.82068289,0,30.84389427,20.36249559,21.24380848,0,0,0,0,0,12.02755058,34.98950315,0.170940171,36.12676395,0,0,0,0,0,36.81466429,0,0,0,42.68899522,0,0,32.69524435,0,0,27.17230704,0,0,0,45.13038445,0,0,31.61239079,16.74457629,0,49.60896302,0,0,0,0,8.896034298,32.67607058,0,0,27.10185934,0,0,0,29.56363126,0,0,3.898272819,27.33107993,0,0,0,44.37551714,22.49372985,36.86457109,38.11215081,0,0,31.55613456,0,31.12943781,0,0,50.67384774,26.05341394,0,9.820549098,0,0,0,0,0,0,0,0,27.40430072,0,0,19.24106035,0,25.23596245,38.11215081,0,0,0,15.79972553,0,0,0,0,0,0,0,0,0,30.84389427,0,0,0,27.40503207,31.96139793,0,0,0,0,0,0,26.57763664,0,0,42.91519962,0,0,36.81466429,0,0,0,38.11215081,0,0,22.56006648,33.53021149,0,0,0,0,0,36.58137745,3.898272819,0,9.626512362,0,0,0,0,0,0,0,0,0,33.30180926,30.51863308,0
1993,0,0,0,0,0,0,0,33.87928717,0,0,0,20.1495438,23.96858344,0,25.35110765,0,0,0,0,18.29031029,4.68666785,2.822201317,0,31.93591455,11.38266746,0,34.99817297,19.12334353,0,0,10.43088976,2.82261889,0,0,29.77065613,28.97953792,0,45.73767061,0,0,20.67657428,0,0,0,0,0,33.3153406,35.99351496,0,0,0,25.77440211,31.7142627,23.1155032,0,0,38.15149791,28.33883336,0,26.8496195,0,24.86434583,0,0,0,13.13866067,28.38709677,0,0,37.6128324,20.75698144,29.77065613,0,43.26183731,31.67507177,26.73626562,0,0,0,32.21582195,0,30.77394678,0,0,32.09576943,0,0,0,0,0,43.67139096,0,0,30.26530727,0,0,0,43.50747902,0,27.55775578,31.86809321,0,0,0,26.35391882,0,0,31.80027187,0,32.94991279,2.763337893,0,48.29265018,32.3359156,0,35.99351496,21.58370441,22.23050655,0,0,0,0,0,14.19374617,34.85441374,0.04411116,35.49584396,0,0,0,0,0,35.49584396,0,0,0,46.49218398,0,0,33.02283315,0,31.15421548,27.70657065,0,0,0,44.21234244,0,0,26.90647482,16.01264443,0,48.56178323,0,0,0,0,8.494485459,31.05653139,0,0,23.37477284,0,0,0,30.10802816,0,0,3.840156418,0,0,0,0,37.18415432,22.21115196,37.7927605,35.84217507,0,0,31.96504233,0,32.09576943,0,0,48.89981165,27.34532018,0,8.640995306,0,0,0,0,0,0,0,0,28.68331735,0,0,25.41689249,0,0,35.84217507,0,0,0,15.22334935,0,0,0,0,0,0,0,0,0,32.55930129,0,0,0,28.38709677,34.49901622,0,0,5.794349939,0,0,0,26.8496195,0,0,41.15140565,0,0,35.49584396,0,0,0,35.84217507,0,0,22.20664174,32.27432089,0,0,0,0,0,30.26530727,3.840156418,0,9.32112069,0,0,0,0,0,0,0,0,0,37.27838551,18.33318649,0
1994,0,0,0,0,0,0,0,33.39614013,0,0,0,21.38702116,25.24039343,30.45169521,32.69617706,0,0,0,0,28.16157022,4.750778816,5.005744297,0,35.35792488,13.33059564,0,43.35823136,24.35739721,0,0,9.95792891,4.177729367,0,0,32.08964476,27.70239547,0,46.30862005,0,0,23.94238256,0,0,0,0,0,32.27566756,35.21252284,0,0,0,28.82104085,32.05093859,23.62135509,0,0,39.27014958,33.9832993,0,27.84388664,0,27.84388664,0,32.15058749,0,12.53393867,32.15058749,0,0,39.41376727,16.64617707,32.08964476,0,42.70461609,31.61645891,27.73142499,0,0,0,33.01066206,0,0,0,0,0,0,0,0,0,0,48.28873159,0,0,32.05093859,0,0,0,43.81862461,0,26.77933366,32.83590384,0,0,0,34.02772779,0,0,31.26987991,0,35.38920518,3.660506591,0,50.5550872,32.25027465,0,35.21252284,24.82891696,28.85204199,0,0,0,0,0,12.83875558,34.5734617,0.039292731,39.15385726,0,0,0,0,0,39.15385726,0,0,0,48.31649689,0,0,29.08723227,0,32.17282405,27.39981958,38.87829437,0,0,45.50505612,0,0,28.16299265,15.16239167,0,47.8895928,0,0,0,0,12.9732755,28.67321636,0,0,22.05468,0,0,0,30.41840886,0,0,4.106129505,0,0,0,0,43.09519168,23.13239013,38.46404286,38.38759836,0,0,32.21154935,0,29.75282057,0,0,50.20299615,27.01455692,0,8.360222877,27.68366072,0,0,0,0,0,0,0,30.45149029,0,0,23.01942375,0,0,38.38759836,0,0,0,20.17231947,0,0,0,0,0,0,0,0,0,30.41840886,0,0,0,32.12835093,37.3629386,0,0,5.338478855,0,0,0,27.84388664,0,0,40.54633524,0,0,39.15385726,0,0,0,38.38759836,0,0,21.08084411,36.37283723,0,0,0,0,0,29.89862941,4.106129505,0,9.297520661,0,0,0,0,0,0,0,0,0,38.42680324,26.85526521,0
1995,0,0,0,39.06978672,0,0,0,36.48206939,0,0,0,21.57676349,27.06049847,33.92186934,30.27698037,25.441378,0,0,0,0,5.366027008,8.75359685,0,33.18117477,15.99707256,0,45.01741319,0,0,0,9.499495006,4.474103143,0,0,30.51045248,30.65392529,0,45.44284099,0,14.38109461,25.77999776,0,0,0,0,0,32.44969584,37.24012775,0,0,0,27.70738599,30.51045248,21.79282779,0,0,38.40295142,34.19341281,0,0,0,0,0,33.18117477,0,13.34301609,31.17437087,0,35.91591989,31.17437087,13.30741349,30.84241168,0,32.00988947,31.35785426,26.39660172,0,0,0,33.83873322,0,0,0,0,0,0,0,34.74200696,0,0,46.18116535,0,0,30.65392529,0,0,0,42.06204034,0,29.26703044,34.05764108,0,0,0,33.80465602,0,0,28.35518926,0,35.86037832,6.030911763,0,49.97479348,31.40191655,22.43722055,37.24012775,27.5431342,28.95447374,0,0,0,0,0,0,33.15740453,0.033489618,45.01741319,0,0,0,0,0,0,0,0,0,49.48515383,0,0,27.99620209,0,33.26420591,27.30530763,39.85948038,0,0,45.68224823,0,0,27.02185079,14.32740214,0,54.29985483,0,0,0,0,31.82291219,25.85829815,0,0,0,0,0,0,30.18078865,0,0,3.967158728,0,0,0,0,52.1130299,24.89564214,35.62077976,36.44566061,0,0,31.40191655,0,29.08849537,0,0,45.60541619,25.6909906,0,7.6641991,27.87477915,0,0,0,34.0323891,0,0,0,30.65392529,0,0,27.1574583,0,0,36.44566061,0,0,0,20.23910383,0,0,0,32.49470962,0,0,0,0,0,30.18078865,0,0,29.72387971,0,34.98320727,0,0,4.515346581,0,0,0,0,0,0,40.59545517,0,0,45.01741319,0,0,0,36.44566061,0,0,21.17596932,39.37124636,0,0,0,0,0,33.01275412,3.967158728,0,9.936055091,0,0,0,0,34.29684963,0,0,0,0,36.77077881,22.44844774,0
1996,0,0,0,33.26405546,0,0,0,39.25377424,0,0,0,21.48978352,27.44969109,26.78340652,31.08223954,26.13262168,0,0,0,0,4.479495268,5.23552574,0,37.44875991,36.01346104,0,50.20564666,0,0,0,8.652472621,3.786023991,0,0,31.63144048,29.55580411,0,46.34064514,0,0,0,0,0,0,0,0,39.7787092,36.52831482,0,0,0,27.77253624,31.63144048,20.40139538,0,0,38.87604603,34.02764567,0,27.03444072,0,27.03444072,0,33.03584693,0,16.10049331,32.64868005,0,36.9761451,34.63942663,13.8558101,32.14006026,0,32.80763841,32.31691602,26.67316469,0,0,0,34.35360104,0,0,0,0,0,0,0,34.29084381,0,0,52.1191227,0,0,32.02808179,0,0,0,40.4073267,0,28.90312095,33.83210502,0,0,0,30.2827587,0,0,27.35105387,0,36.20102114,5.977037553,0,49.51122734,30.36439023,21.18729851,36.52831482,29.91167539,29.39005114,0,0,0,0,0,0,33.46711502,0,42.53315782,0,0,0,0,0,0,0,0,0,51.11505091,0,0,26.27677063,33.63656436,32.64868005,27.42445645,40.78899519,68.30702498,0,0,0,38.2671671,0,14.68839885,0,56.94126462,0,0,0,0,31.58367241,25.81967213,0,0,21.73472098,0,0,0,32.42472309,0,27.03444072,3.493395554,0,0,0,0,54.66559132,25.44294565,34.35431987,34.83421371,0,0,32.64868005,0,29.35074686,0,0,42.53315782,27.16254641,0,6.845627553,25.68103787,0,0,0,33.827713,0,0,0,31.63144048,0,0,27.09149534,0,0,34.83421371,0,0,0,16.99177562,0,0,0,0,0,0,0,0,0,32.42472309,0,0,29.11237905,0,33.4214233,0,0,7.460721496,0,0,0,27.03444072,0,0,41.6739724,0,0,42.53315782,0,0,0,34.83421371,0,0,20.72428592,46.31118997,0,0,0,0,0,33.63656436,3.493395554,0,10.19945603,0,0,0,0,33.45403023,0,0,0,0,35.09494953,47.46295912,0
1997,0,0,0,34.16402033,0,0,15.11897242,40.74145675,0,0,0,20.51806002,27.85810712,40.28324364,36.76971072,26.19824376,0,0,0,0,3.5,5.618408042,0,41.11614933,33.06511717,0,53.73028351,22.89513717,0,0,6.965445117,0,0,0,31.11408942,30.68232844,0,46.29948271,0,0,0,0,0,0,0,0,39.39270463,36.82858838,0,0,0,27.24198397,31.02022996,20.03180696,0,0,39.76689648,34.81142069,0,28.21210772,0,28.21210772,0,32.96564464,0,16.81551416,32.35717269,0,37.86793795,35.04060703,16.58214728,31.73563105,0,35.54829177,0,26.65966081,0,0,0,34.4356549,48.03448276,0,0,0,0,0,0,32.35717269,0,0,55.40881484,0,0,31.17938582,0,0,0,39.42258649,0,31.11408942,36.82858838,0,0,0,28.21210772,0,0,27.30672579,0,35.82324236,9.493103803,0,51.1730091,29.36498304,21.34882213,36.82858838,30.60582686,31.24468222,27.91673854,0,0,0,0,0,34.06656381,0.023872046,41.80077908,0,0,0,0,0,41.9678723,0,0,0,51.0319102,0,0,29.61650661,35.04060703,32.46673709,28.50881421,38.34934437,74.44484876,0,45.47220907,0,45.72999932,0,14.98736403,0,59.59786446,0,0,0,0,32.61202723,29.05015154,0,0,27.72539438,0,0,0,33.3744111,0,26.65304269,3.366138068,0,0,0,0,58.19973757,26.16382393,34.57004197,33.83690938,0,0,32.35717269,0,0,0,0,42.86010141,28.84595007,0,7.723902471,29.66968391,0,0,0,32.5660336,0,0,0,31.24468222,0,0,28.6340007,0,0,33.83690938,0,0,0,16.78910814,0,0,0,0,0,0,0,0,0,0,0,0,27.22372521,0,33.36525567,0,0,7.512586532,0,0,0,28.21210772,0,0,42.63190743,0,0,41.9678723,0,0,0,33.83690938,0,0,34.02374627,45.24836697,0,0,0,0,38.11064651,41.07564319,3.366138068,0,9.792993631,0,0,0,0,38.06607575,0,0,0,0,35.57075737,50.36842105,0
1998,0,0,0,36.06910942,0,0,15.56318967,41.78904136,0,0,0,20.24275536,27.84201555,37.30983282,32.97278921,25.86380399,0,0,0,0,4.024544306,6.620929177,0,37.95857694,30.5245734,0,52.91163764,32.60143404,0,0,10.63768313,0,0,0,32.79496045,31.52860757,0,46.51833823,0,0,21.76015586,0,0,27.58832296,0,0,40.09625914,38.38617147,0,0,0,28.80678422,30.84254412,20.34494651,0,0,41.60584739,35.68343842,0,26.39064123,0,26.39064123,0,34.01182103,0,0,30.4258383,0,39.5887242,32.43626062,17.31684422,32.61561054,0,35.28079145,0,26.63746553,0,0,0,33.79277963,42.76521739,0,0,0,0,0,0,30.4258383,0,0,61.36805997,0,0,31.9824341,0,0,0,44.95752632,0,33.56704788,38.17237421,0,0,0,24.97439338,0,0,28.87433659,0,36.21162242,12.18014664,0,51.42958097,28.5722588,24.41257876,38.38617147,30.41423757,33.81399656,41.6843372,0,0,0,0,0,28.73753157,0.028901734,40.94265025,0,0,0,0,0,40.99212116,0,0,0,50.34227212,0,0,27.63531866,36.14036592,34.3872666,29.31677045,40.79647817,65.25363388,0,45.10867068,0,49.41400173,0,14.50132255,0,58.83289855,0,0,0,0,32.32844422,26.39064123,0,0,31.79901636,0,0,0,35.51087962,0,22.37826232,3.140163825,0,0,0,0,56.93435997,26.83985314,36.67688268,33.92886278,0,0,31.9824341,0,0,0,0,41.83612947,27.93328096,0,9.408373288,30.00411579,0,0,0,34.01182103,0,0,0,31.52860757,0,0,32.79496045,0,0,33.92886278,0,40.54692463,0,14.88138403,0,0,40.05293673,0,0,0,0,0,0,0,0,0,28.56064485,0,33.01624105,0,0,6.899595439,0,0,0,26.39064123,39.59612944,0,47.85660712,62.79820997,0,40.99212116,0,0,0,33.92886278,0,0,35.38701299,39.59612944,0,0,0,0,37.95857694,40.19520095,3.140163825,0,8.510638298,0,0,0,0,41.67790262,33.79277963,0,0,0,35.07296976,31.67113261,0
1999,0,0,4.52433546,0,0,0,17.21818272,42.11198043,0,0,0,19.29250568,28.03037088,39.16282958,37.98740923,26.89155881,0,0,0,0,3.342981187,5.401964644,0,37.91548381,23.35015838,0,43.75117166,37.16801785,0,0,6.824035591,0,0,0,33.85714114,33.96365658,0,46.9477829,0,0,26.62831716,0,0,0,0,0,38.62252242,36.44939634,0,0,0,28.44860999,32.51687547,21.37323293,0,0,41.44164926,30.15786502,0,28.17176062,0,28.17176062,0,34.483872,0,0,31.86235982,0,41.12590436,32.02248962,16.08274185,32.77304304,0,36.16498446,0,26.43348755,0,0,0,34.483872,50.76813656,0,0,0,0,0,0,31.86235982,0,0,62.7743734,0,0,33.02921062,0,0,0,43.31690219,0,34.67184661,38.77215859,0,0,0,28.17176062,0,0,27.96119744,0,35.86937351,16.8490168,0,50.37753997,29.19078884,24.70672597,36.44939634,29.31340933,35.66084101,51.16138934,0,0,0,0,0,32.98017837,0,41.71345995,0,0,0,0,0,42.11198043,0,0,0,50.52453419,0,0,30.17704983,38.892676,34.73584465,31.08865313,40.31942042,55.61397888,0,41.80948713,0,46.64596858,0,13.30752262,0,57.82066912,0,0,0,0,32.44297318,27.46023351,0,0,39.64915557,0,0,0,41.82330413,0,24.58261477,3.617373048,0,0,0,0,52.91741679,27.63702558,34.82716103,33.27528809,0,0,33.00469449,0,0,0,0,41.71345995,29.29610663,0,8.699983217,31.92780341,0,0,0,33.20942947,0,0,0,33.11932004,0,0,33.85714114,34.28046831,0,33.27528809,0,35.07792789,0,16.35259112,0,0,38.92179475,0,0,0,0,0,0,0,0,0,27.52083062,0,33.02921062,0,0,5.976859504,0,0,0,28.17176062,39.16282958,0,44.77513094,57.53757941,0,42.11198043,0,0,0,33.27528809,0,0,37.95025315,0,0,0,0,37.06346702,0,43.1711481,3.617373048,0,9.619450317,0,0,0,0,50.12646928,0,0,0,0,34.60368584,35.9086966,0
